WARNING: SYSTEM:App name: SDL Application
WARNING: SYSTEM:App version: <unspecified>
WARNING: SYSTEM:App ID: <unspecified>
WARNING: SYSTEM:SDL revision: release-3.2.16-0-gc9a6709bd (libsdl.org)
WARNING: RENDER:Created renderer: metal
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Leather_Armor with reach=1
DEBUG EQUIPMENT: Equipped Shield with reach=1
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Shield with reach=1
DEBUG EQUIPMENT: Equipped Shield with reach=1
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Shield with reach=1
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Shield with reach=1
DEBUG EQUIPMENT: Equipped Shield with reach=1
DEBUG REGISTRY: get_weapon('shortbow') -> reach=8, two_handed=False
DEBUG:   Checking Orc at (88,88): in_fov=False, distance=70.2
DEBUG:   Checking Orc at (88,90): in_fov=False, distance=71.7
DEBUG:   Checking Orc at (73,74): in_fov=False, distance=49.8
DEBUG:   Checking Orc at (77,73): in_fov=False, distance=51.7
DEBUG:   Checking Orc at (132,62): in_fov=False, distance=94.0
DEBUG:   Checking Orc at (137,15): in_fov=False, distance=97.1
DEBUG:   Checking Slime at (135,11): in_fov=False, distance=96.0
DEBUG:   Checking Orc at (17,93): in_fov=False, distance=63.2
DEBUG:   Checking Orc at (17,94): in_fov=False, distance=64.1
DEBUG:   Checking Slime at (45,59): in_fov=False, distance=24.2
DEBUG:   Checking Orc at (91,32): in_fov=False, distance=49.1
DEBUG:   Checking Orc at (73,9): in_fov=False, distance=40.5
DEBUG:   Checking Slime at (14,22): in_fov=False, distance=30.9
DEBUG:   Checking Slime at (55,94): in_fov=False, distance=60.4
DEBUG:   Checking Slime at (77,61): in_fov=False, distance=43.6
DEBUG:   Checking Slime at (38,67): in_fov=False, distance=32.2
DEBUG:   Checking Slime at (133,1): in_fov=False, distance=97.1
DEBUG:   Checking Orc at (136,3): in_fov=False, distance=99.3
DEBUG:   Checking Orc at (62,21): in_fov=False, distance=24.4
DEBUG:   Checking Orc at (60,21): in_fov=False, distance=22.8
DEBUG:   Checking Orc at (139,56): in_fov=False, distance=99.2
DEBUG:   Checking Orc at (137,60): in_fov=False, distance=98.2
DEBUG:   Checking Orc at (74,28): in_fov=False, distance=32.8
DEBUG:   Checking Slime at (26,17): in_fov=False, distance=24.1
DEBUG:   Checking Large_Slime at (20,88): in_fov=False, distance=57.4
DEBUG:   Checking Orc at (62,23): in_fov=False, distance=23.3
DEBUG:   Checking Orc at (135,6): in_fov=False, distance=97.4
DEBUG: Checked 28 enemies, 0 in range
DEBUG: Enemy in range: None
DEBUG: No enemy in weapon range, continuing pathfinding
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
INFO: Orc at (88, 88) turn complete: no actions taken
INFO: Orc at (88, 90) turn complete: no actions taken
INFO: Orc at (73, 74) turn complete: no actions taken
INFO: Orc at (77, 73) turn complete: no actions taken
INFO: Orc at (132, 62) turn complete: no actions taken
INFO: Orc at (137, 15) turn complete: no actions taken
INFO: Orc at (17, 93) turn complete: no actions taken
INFO: Orc at (17, 94) turn complete: no actions taken
INFO: Orc at (91, 32) turn complete: no actions taken
INFO: Orc at (73, 9) turn complete: no actions taken
INFO: Orc at (136, 3) turn complete: no actions taken
INFO: Orc at (62, 21) turn complete: no actions taken
INFO: Orc at (60, 21) turn complete: no actions taken
INFO: Orc at (139, 56) turn complete: no actions taken
INFO: Orc at (137, 60) turn complete: no actions taken
INFO: Orc at (74, 28) turn complete: no actions taken
INFO: Orc at (62, 23) turn complete: no actions taken
INFO: Orc at (135, 6) turn complete: no actions taken
DEBUG: process_pathfinding_movement called, player at (42, 35)
DEBUG: Pathfinding active, remaining steps: 1
DEBUG: Checking for enemies in weapon range...
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
DEBUG: _check_for_enemy_in_weapon_range: weapon_reach=1, max_attack_distance=1.5
DEBUG:   Checking Slime at (42,80): in_fov=False, distance=44.0
DEBUG:   Checking Orc at (88,88): in_fov=False, distance=69.4
DEBUG:   Checking Orc at (88,90): in_fov=False, distance=70.9
DEBUG:   Checking Orc at (73,74): in_fov=False, distance=49.0
DEBUG:   Checking Orc at (77,73): in_fov=False, distance=50.9
DEBUG:   Checking Orc at (132,62): in_fov=False, distance=93.7
DEBUG:   Checking Orc at (137,15): in_fov=False, distance=97.3
DEBUG:   Checking Slime at (135,11): in_fov=False, distance=96.3
DEBUG:   Checking Orc at (17,93): in_fov=False, distance=62.2
DEBUG:   Checking Orc at (17,94): in_fov=False, distance=63.2
DEBUG:   Checking Slime at (45,59): in_fov=False, distance=23.2
DEBUG:   Checking Orc at (91,32): in_fov=False, distance=49.2
DEBUG:   Checking Orc at (73,9): in_fov=False, distance=41.1
DEBUG:   Checking Slime at (14,22): in_fov=False, distance=31.3
DEBUG:   Checking Slime at (55,94): in_fov=False, distance=59.4
DEBUG:   Checking Slime at (77,61): in_fov=False, distance=43.0
DEBUG:   Checking Slime at (38,67): in_fov=False, distance=31.3
DEBUG:   Checking Slime at (133,1): in_fov=False, distance=97.5
DEBUG:   Checking Orc at (136,3): in_fov=False, distance=99.6
DEBUG:   Checking Orc at (62,21): in_fov=False, distance=25.0
DEBUG:   Checking Orc at (60,21): in_fov=False, distance=23.4
DEBUG:   Checking Orc at (139,56): in_fov=False, distance=99.0
DEBUG:   Checking Orc at (137,60): in_fov=False, distance=98.0
DEBUG:   Checking Orc at (74,28): in_fov=False, distance=33.0
DEBUG:   Checking Slime at (26,17): in_fov=False, distance=24.8
DEBUG:   Checking Large_Slime at (20,88): in_fov=False, distance=56.5
DEBUG:   Checking Orc at (62,23): in_fov=False, distance=23.9
DEBUG:   Checking Orc at (135,6): in_fov=False, distance=97.7
DEBUG: Checked 28 enemies, 0 in range
DEBUG: Enemy in range: None
DEBUG: No enemy in weapon range, continuing pathfinding
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
WARNING: PROCESS_ACTIONS: mouse_action = {'left_click': (42, 44)}
WARNING: Mouse action type: left_click, value: (42, 44), has handler: True
WARNING: Calling mouse handler for left_click
INFO: Orc at (88, 88) turn complete: no actions taken
INFO: Orc at (88, 90) turn complete: no actions taken
INFO: Orc at (73, 74) turn complete: no actions taken
INFO: Orc at (77, 73) turn complete: no actions taken
INFO: Orc at (132, 62) turn complete: no actions taken
INFO: Orc at (137, 15) turn complete: no actions taken
INFO: Orc at (17, 93) turn complete: no actions taken
INFO: Orc at (17, 94) turn complete: no actions taken
INFO: Orc at (91, 32) turn complete: no actions taken
INFO: Orc at (73, 9) turn complete: no actions taken
INFO: Orc at (136, 3) turn complete: no actions taken
INFO: Orc at (62, 21) turn complete: no actions taken
INFO: Orc at (60, 21) turn complete: no actions taken
INFO: Orc at (139, 56) turn complete: no actions taken
INFO: Orc at (137, 60) turn complete: no actions taken
INFO: Orc at (74, 28) turn complete: no actions taken
INFO: Orc at (62, 23) turn complete: no actions taken
INFO: Orc at (135, 6) turn complete: no actions taken
DEBUG: process_pathfinding_movement called, player at (42, 36)
DEBUG: Pathfinding active, remaining steps: 8
DEBUG: Checking for enemies in weapon range...
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
DEBUG: _check_for_enemy_in_weapon_range: weapon_reach=1, max_attack_distance=1.5
DEBUG:   Checking Slime at (42,80): in_fov=False, distance=43.0
DEBUG:   Checking Orc at (88,88): in_fov=False, distance=68.7
DEBUG:   Checking Orc at (88,90): in_fov=False, distance=70.2
DEBUG:   Checking Orc at (73,74): in_fov=False, distance=48.3
DEBUG:   Checking Orc at (77,73): in_fov=False, distance=50.2
DEBUG:   Checking Orc at (132,62): in_fov=False, distance=93.4
DEBUG:   Checking Orc at (137,15): in_fov=False, distance=97.5
DEBUG:   Checking Slime at (135,11): in_fov=False, distance=96.6
DEBUG:   Checking Orc at (17,93): in_fov=False, distance=61.3
DEBUG:   Checking Orc at (17,94): in_fov=False, distance=62.2
DEBUG:   Checking Slime at (45,59): in_fov=False, distance=22.2
DEBUG:   Checking Orc at (91,32): in_fov=False, distance=49.3
DEBUG:   Checking Orc at (73,9): in_fov=False, distance=41.8
DEBUG:   Checking Slime at (14,22): in_fov=False, distance=31.8
DEBUG:   Checking Slime at (55,94): in_fov=False, distance=58.5
DEBUG:   Checking Slime at (77,61): in_fov=False, distance=42.4
DEBUG:   Checking Slime at (38,67): in_fov=False, distance=30.3
DEBUG:   Checking Slime at (133,1): in_fov=False, distance=97.9
DEBUG:   Checking Orc at (136,3): in_fov=False, distance=100.0
DEBUG:   Checking Orc at (62,21): in_fov=False, distance=25.6
DEBUG:   Checking Orc at (60,21): in_fov=False, distance=24.1
DEBUG:   Checking Orc at (139,56): in_fov=False, distance=98.8
DEBUG:   Checking Orc at (137,60): in_fov=False, distance=97.7
DEBUG:   Checking Orc at (74,28): in_fov=False, distance=33.2
DEBUG:   Checking Slime at (26,17): in_fov=False, distance=25.6
DEBUG:   Checking Large_Slime at (20,88): in_fov=False, distance=55.5
DEBUG:   Checking Orc at (62,23): in_fov=False, distance=24.4
DEBUG:   Checking Orc at (135,6): in_fov=False, distance=98.0
DEBUG: Checked 28 enemies, 0 in range
DEBUG: Enemy in range: None
DEBUG: No enemy in weapon range, continuing pathfinding
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
INFO: Orc at (88, 88) turn complete: no actions taken
INFO: Orc at (88, 90) turn complete: no actions taken
INFO: Orc at (73, 74) turn complete: no actions taken
INFO: Orc at (77, 73) turn complete: no actions taken
INFO: Orc at (132, 62) turn complete: no actions taken
INFO: Orc at (137, 15) turn complete: no actions taken
INFO: Orc at (17, 93) turn complete: no actions taken
INFO: Orc at (17, 94) turn complete: no actions taken
INFO: Orc at (91, 32) turn complete: no actions taken
INFO: Orc at (73, 9) turn complete: no actions taken
INFO: Orc at (136, 3) turn complete: no actions taken
INFO: Orc at (62, 21) turn complete: no actions taken
INFO: Orc at (60, 21) turn complete: no actions taken
INFO: Orc at (139, 56) turn complete: no actions taken
INFO: Orc at (137, 60) turn complete: no actions taken
INFO: Orc at (74, 28) turn complete: no actions taken
INFO: Orc at (62, 23) turn complete: no actions taken
INFO: Orc at (135, 6) turn complete: no actions taken
DEBUG: process_pathfinding_movement called, player at (42, 37)
DEBUG: Pathfinding active, remaining steps: 7
DEBUG: Checking for enemies in weapon range...
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
DEBUG: _check_for_enemy_in_weapon_range: weapon_reach=1, max_attack_distance=1.5
DEBUG:   Checking Slime at (42,80): in_fov=False, distance=42.0
DEBUG:   Checking Orc at (88,88): in_fov=False, distance=67.9
DEBUG:   Checking Orc at (88,90): in_fov=False, distance=69.4
DEBUG:   Checking Orc at (73,74): in_fov=False, distance=47.5
DEBUG:   Checking Orc at (77,73): in_fov=False, distance=49.5
DEBUG:   Checking Orc at (132,62): in_fov=False, distance=93.1
DEBUG:   Checking Orc at (137,15): in_fov=False, distance=97.7
DEBUG:   Checking Slime at (135,11): in_fov=False, distance=96.8
DEBUG:   Checking Orc at (17,93): in_fov=False, distance=60.4
DEBUG:   Checking Orc at (17,94): in_fov=False, distance=61.3
DEBUG:   Checking Slime at (45,59): in_fov=False, distance=21.2
DEBUG:   Checking Orc at (91,32): in_fov=False, distance=49.4
DEBUG:   Checking Orc at (73,9): in_fov=False, distance=42.4
DEBUG:   Checking Slime at (14,22): in_fov=False, distance=32.2
DEBUG:   Checking Slime at (55,94): in_fov=False, distance=57.5
DEBUG:   Checking Slime at (77,61): in_fov=False, distance=41.9
DEBUG:   Checking Slime at (38,67): in_fov=False, distance=29.3
DEBUG:   Checking Slime at (133,1): in_fov=False, distance=98.2
DEBUG:   Checking Orc at (136,3): in_fov=False, distance=100.3
DEBUG:   Checking Orc at (62,21): in_fov=False, distance=26.2
DEBUG:   Checking Orc at (60,21): in_fov=False, distance=24.8
DEBUG:   Checking Orc at (139,56): in_fov=False, distance=98.7
DEBUG:   Checking Orc at (137,60): in_fov=False, distance=97.5
DEBUG:   Checking Orc at (74,28): in_fov=False, distance=33.5
DEBUG:   Checking Slime at (26,17): in_fov=False, distance=26.4
DEBUG:   Checking Large_Slime at (20,88): in_fov=False, distance=54.6
DEBUG:   Checking Orc at (62,23): in_fov=False, distance=25.0
DEBUG:   Checking Orc at (135,6): in_fov=False, distance=98.4
DEBUG: Checked 28 enemies, 0 in range
DEBUG: Enemy in range: None
DEBUG: No enemy in weapon range, continuing pathfinding
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
INFO: Orc at (88, 88) turn complete: no actions taken
INFO: Orc at (88, 90) turn complete: no actions taken
INFO: Orc at (73, 74) turn complete: no actions taken
INFO: Orc at (77, 73) turn complete: no actions taken
INFO: Orc at (132, 62) turn complete: no actions taken
INFO: Orc at (137, 15) turn complete: no actions taken
INFO: Orc at (17, 93) turn complete: no actions taken
INFO: Orc at (17, 94) turn complete: no actions taken
INFO: Orc at (91, 32) turn complete: no actions taken
INFO: Orc at (73, 9) turn complete: no actions taken
INFO: Orc at (136, 3) turn complete: no actions taken
INFO: Orc at (62, 21) turn complete: no actions taken
INFO: Orc at (60, 21) turn complete: no actions taken
INFO: Orc at (139, 56) turn complete: no actions taken
INFO: Orc at (137, 60) turn complete: no actions taken
INFO: Orc at (74, 28) turn complete: no actions taken
INFO: Orc at (62, 23) turn complete: no actions taken
INFO: Orc at (135, 6) turn complete: no actions taken
DEBUG: process_pathfinding_movement called, player at (42, 38)
DEBUG: Pathfinding active, remaining steps: 6
DEBUG: Checking for enemies in weapon range...
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
DEBUG: _check_for_enemy_in_weapon_range: weapon_reach=1, max_attack_distance=1.5
DEBUG:   Checking Slime at (42,80): in_fov=False, distance=41.0
DEBUG:   Checking Orc at (88,88): in_fov=False, distance=67.2
DEBUG:   Checking Orc at (88,90): in_fov=False, distance=68.7
DEBUG:   Checking Orc at (73,74): in_fov=False, distance=46.8
DEBUG:   Checking Orc at (77,73): in_fov=False, distance=48.8
DEBUG:   Checking Orc at (132,62): in_fov=False, distance=92.9
DEBUG:   Checking Orc at (137,15): in_fov=False, distance=98.0
DEBUG:   Checking Slime at (135,11): in_fov=False, distance=97.1
DEBUG:   Checking Orc at (17,93): in_fov=False, distance=59.5
DEBUG:   Checking Orc at (17,94): in_fov=False, distance=60.4
DEBUG:   Checking Slime at (45,59): in_fov=False, distance=20.2
DEBUG:   Checking Orc at (91,32): in_fov=False, distance=49.5
DEBUG:   Checking Orc at (73,9): in_fov=False, distance=43.1
DEBUG:   Checking Slime at (14,22): in_fov=False, distance=32.8
DEBUG:   Checking Slime at (55,94): in_fov=False, distance=56.5
DEBUG:   Checking Slime at (77,61): in_fov=False, distance=41.3
DEBUG:   Checking Slime at (38,67): in_fov=False, distance=28.3
DEBUG:   Checking Slime at (133,1): in_fov=False, distance=98.6
DEBUG:   Checking Orc at (136,3): in_fov=False, distance=100.7
DEBUG:   Checking Orc at (62,21): in_fov=False, distance=26.9
DEBUG:   Checking Orc at (60,21): in_fov=False, distance=25.5
DEBUG:   Checking Orc at (139,56): in_fov=False, distance=98.5
DEBUG:   Checking Orc at (137,60): in_fov=False, distance=97.3
DEBUG:   Checking Orc at (74,28): in_fov=False, distance=33.8
DEBUG:   Checking Slime at (26,17): in_fov=False, distance=27.2
DEBUG:   Checking Large_Slime at (20,88): in_fov=False, distance=53.7
DEBUG:   Checking Orc at (62,23): in_fov=False, distance=25.6
DEBUG:   Checking Orc at (135,6): in_fov=False, distance=98.7
DEBUG: Checked 28 enemies, 0 in range
DEBUG: Enemy in range: None
DEBUG: No enemy in weapon range, continuing pathfinding
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
INFO: Orc at (88, 88) turn complete: no actions taken
INFO: Orc at (88, 90) turn complete: no actions taken
INFO: Orc at (73, 74) turn complete: no actions taken
INFO: Orc at (77, 73) turn complete: no actions taken
INFO: Orc at (132, 62) turn complete: no actions taken
INFO: Orc at (137, 15) turn complete: no actions taken
INFO: Orc at (17, 93) turn complete: no actions taken
INFO: Orc at (17, 94) turn complete: no actions taken
INFO: Orc at (91, 32) turn complete: no actions taken
INFO: Orc at (73, 9) turn complete: no actions taken
INFO: Orc at (136, 3) turn complete: no actions taken
INFO: Orc at (62, 21) turn complete: no actions taken
INFO: Orc at (60, 21) turn complete: no actions taken
INFO: Orc at (139, 56) turn complete: no actions taken
INFO: Orc at (137, 60) turn complete: no actions taken
INFO: Orc at (74, 28) turn complete: no actions taken
INFO: Orc at (62, 23) turn complete: no actions taken
INFO: Orc at (135, 6) turn complete: no actions taken
DEBUG: process_pathfinding_movement called, player at (42, 39)
DEBUG: Pathfinding active, remaining steps: 5
DEBUG: Checking for enemies in weapon range...
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
DEBUG: _check_for_enemy_in_weapon_range: weapon_reach=1, max_attack_distance=1.5
DEBUG:   Checking Slime at (42,80): in_fov=False, distance=40.0
DEBUG:   Checking Orc at (88,88): in_fov=False, distance=66.5
DEBUG:   Checking Orc at (88,90): in_fov=False, distance=67.9
DEBUG:   Checking Orc at (73,74): in_fov=False, distance=46.0
DEBUG:   Checking Orc at (77,73): in_fov=False, distance=48.1
DEBUG:   Checking Orc at (132,62): in_fov=False, distance=92.6
DEBUG:   Checking Orc at (137,15): in_fov=False, distance=98.2
DEBUG:   Checking Slime at (135,11): in_fov=False, distance=97.4
DEBUG:   Checking Orc at (17,93): in_fov=False, distance=58.6
DEBUG:   Checking Orc at (17,94): in_fov=False, distance=59.5
DEBUG:   Checking Slime at (45,59): in_fov=False, distance=19.2
DEBUG:   Checking Orc at (91,32): in_fov=False, distance=49.6
DEBUG:   Checking Orc at (73,9): in_fov=False, distance=43.8
DEBUG:   Checking Slime at (14,22): in_fov=False, distance=33.3
DEBUG:   Checking Slime at (55,94): in_fov=False, distance=55.5
DEBUG:   Checking Slime at (77,61): in_fov=False, distance=40.8
DEBUG:   Checking Slime at (38,67): in_fov=False, distance=27.3
DEBUG:   Checking Slime at (133,1): in_fov=False, distance=99.0
DEBUG:   Checking Orc at (136,3): in_fov=False, distance=101.0
DEBUG:   Checking Orc at (62,21): in_fov=False, distance=27.6
DEBUG:   Checking Orc at (60,21): in_fov=False, distance=26.2
DEBUG:   Checking Orc at (139,56): in_fov=False, distance=98.3
DEBUG:   Checking Orc at (137,60): in_fov=False, distance=97.1
DEBUG:   Checking Orc at (74,28): in_fov=False, distance=34.2
DEBUG:   Checking Slime at (26,17): in_fov=False, distance=28.0
DEBUG:   Checking Large_Slime at (20,88): in_fov=False, distance=52.8
DEBUG:   Checking Orc at (62,23): in_fov=False, distance=26.2
DEBUG:   Checking Orc at (135,6): in_fov=False, distance=99.0
DEBUG: Checked 28 enemies, 0 in range
DEBUG: Enemy in range: None
DEBUG: No enemy in weapon range, continuing pathfinding
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
INFO: Orc at (88, 88) turn complete: no actions taken
INFO: Orc at (88, 90) turn complete: no actions taken
INFO: Orc at (73, 74) turn complete: no actions taken
INFO: Orc at (77, 73) turn complete: no actions taken
INFO: Orc at (132, 62) turn complete: no actions taken
INFO: Orc at (137, 15) turn complete: no actions taken
INFO: Orc at (17, 93) turn complete: no actions taken
INFO: Orc at (17, 94) turn complete: no actions taken
INFO: Orc at (91, 32) turn complete: no actions taken
